,ind,variable,value
31415,23,PD4315,24.0
31416,24,PD4315,13.0
31417,25,PD4315,9.0
31418,26,PD4315,1.0
31419,27,PD4315,15.0
31420,28,PD4315,142.0
31421,29,PD4315,39.0
31422,30,PD4315,11.0
31423,31,PD4315,213.0
31424,32,PD4315,54.0
31425,33,PD4315,26.0
31426,34,PD4315,122.0
31427,35,PD4315,35.0
31428,36,PD4315,67.0
31429,37,PD4315,43.0
31430,38,PD4315,85.0
31431,39,PD4315,54.0
31432,40,PD4315,51.0
31433,41,PD4315,37.0
31434,42,PD4315,92.0
31435,43,PD4315,35.0
31436,44,PD4315,263.0
31437,45,PD4315,109.0
31438,46,PD4315,90.0
31439,47,PD4315,190.0
31440,48,PD4315,23.0
31441,49,PD4315,22.0
31442,50,PD4315,15.0
31443,51,PD4315,40.0
31444,52,PD4315,7.0
31445,53,PD4315,13.0
31446,54,PD4315,7.0
31447,55,PD4315,22.0
31448,56,PD4315,11.0
31449,57,PD4315,12.0
31450,58,PD4315,9.0
31451,59,PD4315,15.0
31452,60,PD4315,31.0
31453,61,PD4315,12.0
31454,62,PD4315,12.0
31455,63,PD4315,22.0
31456,64,PD4315,42.0
31457,65,PD4315,15.0
31458,66,PD4315,35.0
31459,67,PD4315,50.0
31460,68,PD4315,18.0
31461,69,PD4315,16.0
31462,70,PD4315,19.0
31463,71,PD4315,17.0
31464,72,PD4315,25.0
31465,73,PD4315,3.0
31466,74,PD4315,19.0
31467,75,PD4315,34.0
31468,76,PD4315,29.0
31469,77,PD4315,16.0
31470,78,PD4315,16.0
31471,79,PD4315,49.0
31472,80,PD4315,11.0
31473,81,PD4315,9.0
31474,82,PD4315,9.0
31475,83,PD4315,19.0
31476,84,PD4315,3.0
31477,85,PD4315,11.0
31478,86,PD4315,8.0
31479,87,PD4315,14.0
31480,88,PD4315,2.0
31481,89,PD4315,3.0
31482,90,PD4315,7.0
31483,91,PD4315,10.0
31484,92,PD4315,8.0
31485,93,PD4315,8.0
31486,94,PD4315,10.0
31487,95,PD4315,25.0
31488,0,PD4604,161.0
31489,1,PD4604,158.0
31490,2,PD4604,17.0
31491,3,PD4604,134.0
31492,4,PD4604,157.0
31493,5,PD4604,189.0
31494,6,PD4604,16.0
31495,7,PD4604,213.0
31496,8,PD4604,75.0
31497,9,PD4604,111.0
31498,10,PD4604,15.0
31499,11,PD4604,91.0
31500,12,PD4604,118.0
31501,13,PD4604,131.0
31502,14,PD4604,18.0
31503,15,PD4604,178.0
31504,16,PD4604,98.0
31505,17,PD4604,71.0
31506,18,PD4604,21.0
31507,19,PD4604,102.0
31508,20,PD4604,103.0
31509,21,PD4604,100.0
31510,22,PD4604,22.0
31511,23,PD4604,124.0
31512,24,PD4604,63.0
31513,25,PD4604,55.0
31514,26,PD4604,13.0
31515,27,PD4604,74.0
31516,28,PD4604,202.0
31517,29,PD4604,148.0
31518,30,PD4604,12.0
31519,31,PD4604,357.0
31520,32,PD4604,136.0
31521,33,PD4604,69.0
31522,34,PD4604,176.0
31523,35,PD4604,148.0
31524,36,PD4604,105.0
31525,37,PD4604,195.0
31526,38,PD4604,99.0
31527,39,PD4604,202.0
31528,40,PD4604,78.0
31529,41,PD4604,98.0
31530,42,PD4604,129.0
31531,43,PD4604,90.0
31532,44,PD4604,214.0
31533,45,PD4604,180.0
31534,46,PD4604,83.0
31535,47,PD4604,227.0
31536,48,PD4604,82.0
31537,49,PD4604,89.0
31538,50,PD4604,76.0
31539,51,PD4604,138.0
31540,52,PD4604,71.0
31541,53,PD4604,84.0
31542,54,PD4604,119.0
31543,55,PD4604,157.0
31544,56,PD4604,64.0
31545,57,PD4604,55.0
31546,58,PD4604,52.0
31547,59,PD4604,95.0
31548,60,PD4604,117.0
31549,61,PD4604,68.0
31550,62,PD4604,59.0
31551,63,PD4604,142.0
31552,64,PD4604,163.0
31553,65,PD4604,61.0
31554,66,PD4604,87.0
31555,67,PD4604,163.0
31556,68,PD4604,100.0
31557,69,PD4604,96.0
31558,70,PD4604,76.0
31559,71,PD4604,128.0
31560,72,PD4604,79.0
31561,73,PD4604,48.0
31562,74,PD4604,56.0
31563,75,PD4604,81.0
31564,76,PD4604,90.0
31565,77,PD4604,74.0
31566,78,PD4604,49.0
31567,79,PD4604,99.0
31568,80,PD4604,54.0
31569,81,PD4604,25.0
31570,82,PD4604,72.0
31571,83,PD4604,49.0
31572,84,PD4604,39.0
31573,85,PD4604,36.0
31574,86,PD4604,71.0
31575,87,PD4604,68.0
31576,88,PD4604,34.0
31577,89,PD4604,15.0
31578,90,PD4604,36.0
31579,91,PD4604,48.0
31580,92,PD4604,58.0
31581,93,PD4604,38.0
31582,94,PD4604,75.0
31583,95,PD4604,111.0
31584,0,PD4605,30.0
31585,1,PD4605,34.0
31586,2,PD4605,8.0
31587,3,PD4605,22.0
31588,4,PD4605,16.0
31589,5,PD4605,20.0
31590,6,PD4605,5.0
31591,7,PD4605,19.0
31592,8,PD4605,32.0
31593,9,PD4605,26.0
31594,10,PD4605,4.0
31595,11,PD4605,19.0
31596,12,PD4605,29.0
31597,13,PD4605,49.0
31598,14,PD4605,8.0
31599,15,PD4605,50.0
31600,16,PD4605,18.0
31601,17,PD4605,14.0
31602,18,PD4605,6.0
31603,19,PD4605,16.0
31604,20,PD4605,10.0
31605,21,PD4605,16.0
31606,22,PD4605,4.0
31607,23,PD4605,19.0
31608,24,PD4605,8.0
31609,25,PD4605,5.0
31610,26,PD4605,4.0
31611,27,PD4605,13.0
31612,28,PD4605,43.0
31613,29,PD4605,28.0
31614,30,PD4605,3.0
31615,31,PD4605,98.0
31616,32,PD4605,61.0
31617,33,PD4605,31.0
31618,34,PD4605,193.0
31619,35,PD4605,41.0
31620,36,PD4605,50.0
31621,37,PD4605,56.0
31622,38,PD4605,94.0
31623,39,PD4605,47.0
31624,40,PD4605,38.0
31625,41,PD4605,54.0
31626,42,PD4605,137.0
31627,43,PD4605,31.0
31628,44,PD4605,67.0
31629,45,PD4605,75.0
31630,46,PD4605,71.0
31631,47,PD4605,71.0
31632,48,PD4605,21.0
31633,49,PD4605,26.0
31634,50,PD4605,18.0
31635,51,PD4605,24.0
31636,52,PD4605,9.0
31637,53,PD4605,9.0
31638,54,PD4605,14.0
31639,55,PD4605,15.0
31640,56,PD4605,8.0
31641,57,PD4605,10.0
31642,58,PD4605,9.0
31643,59,PD4605,5.0
31644,60,PD4605,42.0
31645,61,PD4605,14.0
31646,62,PD4605,10.0
31647,63,PD4605,20.0
31648,64,PD4605,48.0
31649,65,PD4605,21.0
31650,66,PD4605,31.0
31651,67,PD4605,67.0
31652,68,PD4605,22.0
31653,69,PD4605,13.0
31654,70,PD4605,17.0
31655,71,PD4605,28.0
31656,72,PD4605,39.0
31657,73,PD4605,14.0
31658,74,PD4605,20.0
31659,75,PD4605,36.0
31660,76,PD4605,31.0
31661,77,PD4605,26.0
31662,78,PD4605,14.0
31663,79,PD4605,30.0
31664,80,PD4605,10.0
31665,81,PD4605,7.0
31666,82,PD4605,9.0
31667,83,PD4605,15.0
31668,84,PD4605,9.0
31669,85,PD4605,5.0
31670,86,PD4605,9.0
31671,87,PD4605,14.0
31672,88,PD4605,5.0
31673,89,PD4605,3.0
31674,90,PD4605,4.0
31675,91,PD4605,7.0
31676,92,PD4605,11.0
31677,93,PD4605,7.0
31678,94,PD4605,9.0
31679,95,PD4605,22.0
31680,0,PD4606,20.0
31681,1,PD4606,9.0
31682,2,PD4606,6.0
31683,3,PD4606,15.0
31684,4,PD4606,10.0
31685,5,PD4606,7.0
31686,6,PD4606,2.0
31687,7,PD4606,8.0
31688,8,PD4606,10.0
31689,9,PD4606,10.0
31690,10,PD4606,3.0
31691,11,PD4606,11.0
31692,12,PD4606,12.0
31693,13,PD4606,13.0
31694,14,PD4606,1.0
31695,15,PD4606,18.0
31696,16,PD4606,9.0
31697,17,PD4606,8.0
31698,18,PD4606,1.0
31699,19,PD4606,11.0
31700,20,PD4606,6.0
31701,21,PD4606,5.0
31702,22,PD4606,3.0
31703,23,PD4606,6.0
31704,24,PD4606,3.0
31705,25,PD4606,3.0
31706,26,PD4606,3.0
31707,27,PD4606,2.0
31708,28,PD4606,9.0
31709,29,PD4606,9.0
31710,30,PD4606,1.0
31711,31,PD4606,17.0
31712,32,PD4606,23.0
31713,33,PD4606,24.0
31714,34,PD4606,74.0
31715,35,PD4606,16.0
31716,36,PD4606,18.0
31717,37,PD4606,29.0
31718,38,PD4606,42.0
31719,39,PD4606,19.0
31720,40,PD4606,20.0
31721,41,PD4606,18.0
31722,42,PD4606,39.0
31723,43,PD4606,13.0
31724,44,PD4606,21.0
31725,45,PD4606,28.0
31726,46,PD4606,40.0
31727,47,PD4606,31.0
31728,48,PD4606,10.0
31729,49,PD4606,19.0
31730,50,PD4606,12.0
31731,51,PD4606,7.0
31732,52,PD4606,3.0
31733,53,PD4606,6.0
31734,54,PD4606,9.0
31735,55,PD4606,10.0
31736,56,PD4606,3.0
31737,57,PD4606,9.0
31738,58,PD4606,4.0
31739,59,PD4606,10.0
31740,60,PD4606,9.0
31741,61,PD4606,9.0
31742,62,PD4606,3.0
31743,63,PD4606,10.0
31744,64,PD4606,27.0
31745,65,PD4606,11.0
31746,66,PD4606,22.0
31747,67,PD4606,32.0
31748,68,PD4606,6.0
31749,69,PD4606,10.0
31750,70,PD4606,17.0
31751,71,PD4606,6.0
31752,72,PD4606,16.0
31753,73,PD4606,7.0
31754,74,PD4606,6.0
31755,75,PD4606,14.0
31756,76,PD4606,20.0
31757,77,PD4606,11.0
31758,78,PD4606,9.0
31759,79,PD4606,15.0
31760,80,PD4606,6.0
31761,81,PD4606,4.0
31762,82,PD4606,4.0
31763,83,PD4606,4.0
31764,84,PD4606,6.0
31765,85,PD4606,5.0
31766,86,PD4606,1.0
31767,87,PD4606,6.0
31768,88,PD4606,1.0
31769,89,PD4606,2.0
31770,90,PD4606,1.0
31771,91,PD4606,4.0
31772,92,PD4606,2.0
31773,93,PD4606,4.0
31774,94,PD4606,2.0
31775,95,PD4606,9.0
31776,0,PD4607,29.0
31777,1,PD4607,30.0
31778,2,PD4607,3.0
31779,3,PD4607,24.0
31780,4,PD4607,38.0
31781,5,PD4607,16.0
31782,6,PD4607,7.0
31783,7,PD4607,26.0
31784,8,PD4607,23.0
31785,9,PD4607,13.0
31786,10,PD4607,2.0
31787,11,PD4607,12.0
31788,12,PD4607,787.0
31789,13,PD4607,303.0
31790,14,PD4607,41.0
31791,15,PD4607,444.0
31792,16,PD4607,48.0
31793,17,PD4607,28.0
31794,18,PD4607,7.0
31795,19,PD4607,55.0
31796,20,PD4607,53.0
31797,21,PD4607,18.0
31798,22,PD4607,0.0
31799,23,PD4607,67.0
31800,24,PD4607,12.0
31801,25,PD4607,15.0
31802,26,PD4607,5.0
31803,27,PD4607,42.0
31804,28,PD4607,3110.0
31805,29,PD4607,610.0
31806,30,PD4607,87.0
31807,31,PD4607,4407.0
31808,32,PD4607,152.0
31809,33,PD4607,43.0
31810,34,PD4607,118.0
31811,35,PD4607,63.0
31812,36,PD4607,286.0
31813,37,PD4607,64.0
31814,38,PD4607,87.0
31815,39,PD4607,151.0
31816,40,PD4607,126.0
31817,41,PD4607,67.0
31818,42,PD4607,77.0
31819,43,PD4607,76.0
31820,44,PD4607,7788.0
31821,45,PD4607,1359.0
31822,46,PD4607,540.0
31823,47,PD4607,3877.0
31824,48,PD4607,16.0
31825,49,PD4607,19.0
31826,50,PD4607,18.0
31827,51,PD4607,38.0
31828,52,PD4607,11.0
31829,53,PD4607,17.0
31830,54,PD4607,16.0
31831,55,PD4607,14.0
31832,56,PD4607,3.0
31833,57,PD4607,14.0
31834,58,PD4607,4.0
31835,59,PD4607,8.0
31836,60,PD4607,23.0
31837,61,PD4607,7.0
31838,62,PD4607,5.0
31839,63,PD4607,19.0
31840,64,PD4607,46.0
31841,65,PD4607,19.0
31842,66,PD4607,28.0
31843,67,PD4607,45.0
31844,68,PD4607,15.0
31845,69,PD4607,7.0
31846,70,PD4607,11.0
31847,71,PD4607,22.0
31848,72,PD4607,27.0
31849,73,PD4607,13.0
31850,74,PD4607,19.0
31851,75,PD4607,27.0
31852,76,PD4607,21.0
31853,77,PD4607,18.0
31854,78,PD4607,15.0
31855,79,PD4607,27.0
31856,80,PD4607,6.0
31857,81,PD4607,2.0
31858,82,PD4607,5.0
31859,83,PD4607,17.0
31860,84,PD4607,4.0
31861,85,PD4607,5.0
31862,86,PD4607,14.0
31863,87,PD4607,12.0
31864,88,PD4607,4.0
31865,89,PD4607,4.0
31866,90,PD4607,1.0
31867,91,PD4607,2.0
31868,92,PD4607,11.0
31869,93,PD4607,4.0
31870,94,PD4607,10.0
31871,95,PD4607,24.0
31872,0,PD4613,21.0
31873,1,PD4613,15.0
31874,2,PD4613,1.0
31875,3,PD4613,20.0
31876,4,PD4613,19.0
31877,5,PD4613,5.0
31878,6,PD4613,2.0
31879,7,PD4613,12.0
31880,8,PD4613,18.0
31881,9,PD4613,12.0
31882,10,PD4613,2.0
31883,11,PD4613,12.0
31884,12,PD4613,45.0
31885,13,PD4613,26.0
31886,14,PD4613,9.0
31887,15,PD4613,36.0
31888,16,PD4613,14.0
31889,17,PD4613,6.0
31890,18,PD4613,0.0
31891,19,PD4613,6.0
31892,20,PD4613,12.0
31893,21,PD4613,6.0
31894,22,PD4613,4.0
31895,23,PD4613,4.0
31896,24,PD4613,7.0
31897,25,PD4613,8.0
31898,26,PD4613,0.0
31899,27,PD4613,5.0
31900,28,PD4613,179.0
31901,29,PD4613,38.0
31902,30,PD4613,3.0
31903,31,PD4613,188.0
31904,32,PD4613,31.0
31905,33,PD4613,23.0
31906,34,PD4613,67.0
31907,35,PD4613,19.0
31908,36,PD4613,28.0
31909,37,PD4613,33.0
31910,38,PD4613,41.0
31911,39,PD4613,19.0
31912,40,PD4613,41.0
31913,41,PD4613,25.0
31914,42,PD4613,60.0
31915,43,PD4613,30.0
31916,44,PD4613,343.0
31917,45,PD4613,75.0
31918,46,PD4613,61.0
31919,47,PD4613,169.0
31920,48,PD4613,12.0
31921,49,PD4613,8.0
31922,50,PD4613,4.0
31923,51,PD4613,13.0
31924,52,PD4613,4.0
31925,53,PD4613,5.0
31926,54,PD4613,6.0
31927,55,PD4613,4.0
31928,56,PD4613,3.0
31929,57,PD4613,9.0
31930,58,PD4613,6.0
31931,59,PD4613,11.0
31932,60,PD4613,16.0
31933,61,PD4613,4.0
31934,62,PD4613,7.0
31935,63,PD4613,11.0
31936,64,PD4613,24.0
31937,65,PD4613,6.0
31938,66,PD4613,19.0
31939,67,PD4613,23.0
31940,68,PD4613,9.0
31941,69,PD4613,4.0
31942,70,PD4613,10.0
31943,71,PD4613,7.0
31944,72,PD4613,14.0
31945,73,PD4613,13.0
31946,74,PD4613,8.0
31947,75,PD4613,14.0
31948,76,PD4613,10.0
31949,77,PD4613,6.0
31950,78,PD4613,10.0
31951,79,PD4613,22.0
31952,80,PD4613,8.0
31953,81,PD4613,7.0
31954,82,PD4613,7.0
31955,83,PD4613,4.0
31956,84,PD4613,2.0
31957,85,PD4613,0.0
31958,86,PD4613,4.0
31959,87,PD4613,7.0
31960,88,PD4613,1.0
31961,89,PD4613,1.0
31962,90,PD4613,0.0
31963,91,PD4613,2.0
31964,92,PD4613,3.0
31965,93,PD4613,10.0
31966,94,PD4613,2.0
31967,95,PD4613,15.0
31968,0,PD4826,45.0
31969,1,PD4826,26.0
31970,2,PD4826,5.0
31971,3,PD4826,32.0
31972,4,PD4826,43.0
31973,5,PD4826,25.0
31974,6,PD4826,8.0
31975,7,PD4826,46.0
31976,8,PD4826,43.0
31977,9,PD4826,23.0
31978,10,PD4826,7.0
31979,11,PD4826,25.0
31980,12,PD4826,80.0
31981,13,PD4826,51.0
31982,14,PD4826,20.0
31983,15,PD4826,105.0
31984,16,PD4826,28.0
31985,17,PD4826,22.0
31986,18,PD4826,2.0
31987,19,PD4826,27.0
31988,20,PD4826,16.0
31989,21,PD4826,11.0
31990,22,PD4826,7.0
31991,23,PD4826,19.0
31992,24,PD4826,10.0
31993,25,PD4826,9.0
31994,26,PD4826,4.0
31995,27,PD4826,9.0
31996,28,PD4826,172.0
31997,29,PD4826,46.0
31998,30,PD4826,9.0
31999,31,PD4826,244.0
32000,32,PD4826,53.0
32001,33,PD4826,25.0
32002,34,PD4826,140.0
32003,35,PD4826,31.0
32004,36,PD4826,55.0
32005,37,PD4826,48.0
32006,38,PD4826,90.0
32007,39,PD4826,47.0
32008,40,PD4826,45.0
32009,41,PD4826,35.0
32010,42,PD4826,102.0
32011,43,PD4826,35.0
32012,44,PD4826,283.0
32013,45,PD4826,109.0
32014,46,PD4826,93.0
32015,47,PD4826,205.0
32016,48,PD4826,23.0
32017,49,PD4826,32.0
32018,50,PD4826,27.0
32019,51,PD4826,72.0
32020,52,PD4826,11.0
32021,53,PD4826,21.0
32022,54,PD4826,21.0
32023,55,PD4826,23.0
32024,56,PD4826,12.0
32025,57,PD4826,13.0
32026,58,PD4826,14.0
32027,59,PD4826,18.0
32028,60,PD4826,81.0
32029,61,PD4826,19.0
32030,62,PD4826,13.0
32031,63,PD4826,37.0
32032,64,PD4826,62.0
32033,65,PD4826,28.0
32034,66,PD4826,46.0
32035,67,PD4826,45.0
32036,68,PD4826,28.0
32037,69,PD4826,23.0
32038,70,PD4826,39.0
32039,71,PD4826,26.0
32040,72,PD4826,30.0
32041,73,PD4826,19.0
32042,74,PD4826,31.0
32043,75,PD4826,28.0
32044,76,PD4826,39.0
32045,77,PD4826,32.0
32046,78,PD4826,27.0
32047,79,PD4826,47.0
32048,80,PD4826,14.0
32049,81,PD4826,8.0
32050,82,PD4826,11.0
32051,83,PD4826,20.0
32052,84,PD4826,10.0
32053,85,PD4826,7.0
32054,86,PD4826,14.0
32055,87,PD4826,32.0
32056,88,PD4826,3.0
32057,89,PD4826,2.0
32058,90,PD4826,6.0
32059,91,PD4826,7.0
32060,92,PD4826,16.0
32061,93,PD4826,9.0
32062,94,PD4826,21.0
32063,95,PD4826,36.0
32064,0,PD4833,117.0
32065,1,PD4833,106.0
32066,2,PD4833,20.0
32067,3,PD4833,97.0
32068,4,PD4833,94.0
32069,5,PD4833,90.0
32070,6,PD4833,20.0
32071,7,PD4833,96.0
32072,8,PD4833,65.0
32073,9,PD4833,62.0
32074,10,PD4833,8.0
32075,11,PD4833,60.0
32076,12,PD4833,110.0
32077,13,PD4833,100.0
32078,14,PD4833,11.0
32079,15,PD4833,134.0
32080,16,PD4833,97.0
32081,17,PD4833,67.0
32082,18,PD4833,35.0
32083,19,PD4833,110.0
32084,20,PD4833,74.0
32085,21,PD4833,70.0
32086,22,PD4833,22.0
32087,23,PD4833,121.0
32088,24,PD4833,53.0
32089,25,PD4833,48.0
32090,26,PD4833,14.0
32091,27,PD4833,63.0
32092,28,PD4833,158.0
32093,29,PD4833,101.0
32094,30,PD4833,22.0
32095,31,PD4833,304.0
32096,32,PD4833,139.0
32097,33,PD4833,66.0
32098,34,PD4833,112.0
32099,35,PD4833,89.0
32100,36,PD4833,75.0
32101,37,PD4833,72.0
32102,38,PD4833,64.0
32103,39,PD4833,109.0
32104,40,PD4833,100.0
32105,41,PD4833,52.0
32106,42,PD4833,76.0
32107,43,PD4833,81.0
32108,44,PD4833,141.0
32109,45,PD4833,102.0
32110,46,PD4833,56.0
32111,47,PD4833,123.0
32112,48,PD4833,42.0
32113,49,PD4833,33.0
32114,50,PD4833,51.0
32115,51,PD4833,61.0
32116,52,PD4833,48.0
32117,53,PD4833,70.0
32118,54,PD4833,54.0
32119,55,PD4833,71.0
32120,56,PD4833,27.0
32121,57,PD4833,34.0
32122,58,PD4833,39.0
32123,59,PD4833,53.0
32124,60,PD4833,65.0
32125,61,PD4833,55.0
32126,62,PD4833,30.0
32127,63,PD4833,86.0
32128,64,PD4833,99.0
32129,65,PD4833,49.0
32130,66,PD4833,70.0
32131,67,PD4833,107.0
32132,68,PD4833,58.0
32133,69,PD4833,62.0
32134,70,PD4833,53.0
32135,71,PD4833,66.0
32136,72,PD4833,44.0
32137,73,PD4833,35.0
32138,74,PD4833,42.0
32139,75,PD4833,54.0
32140,76,PD4833,54.0
32141,77,PD4833,66.0
32142,78,PD4833,31.0
32143,79,PD4833,77.0
32144,80,PD4833,37.0
32145,81,PD4833,13.0
32146,82,PD4833,62.0
32147,83,PD4833,37.0
32148,84,PD4833,27.0
32149,85,PD4833,32.0
32150,86,PD4833,44.0
32151,87,PD4833,46.0
32152,88,PD4833,28.0
32153,89,PD4833,12.0
32154,90,PD4833,36.0
32155,91,PD4833,28.0
32156,92,PD4833,34.0
32157,93,PD4833,30.0
32158,94,PD4833,52.0
32159,95,PD4833,91.0
32160,0,PD4836,48.0
32161,1,PD4836,58.0
32162,2,PD4836,12.0
32163,3,PD4836,48.0
32164,4,PD4836,71.0
32165,5,PD4836,49.0
32166,6,PD4836,12.0
32167,7,PD4836,58.0
32168,8,PD4836,43.0
32169,9,PD4836,44.0
32170,10,PD4836,10.0
32171,11,PD4836,49.0
32172,12,PD4836,57.0
32173,13,PD4836,58.0
32174,14,PD4836,6.0
32175,15,PD4836,100.0
32176,16,PD4836,48.0
32177,17,PD4836,23.0
32178,18,PD4836,22.0
32179,19,PD4836,49.0
32180,20,PD4836,38.0
32181,21,PD4836,32.0
32182,22,PD4836,17.0
32183,23,PD4836,62.0
32184,24,PD4836,21.0
32185,25,PD4836,32.0
32186,26,PD4836,6.0
32187,27,PD4836,30.0
32188,28,PD4836,110.0
32189,29,PD4836,66.0
32190,30,PD4836,17.0
32191,31,PD4836,154.0
32192,32,PD4836,107.0
32193,33,PD4836,53.0
32194,34,PD4836,142.0
32195,35,PD4836,87.0
32196,36,PD4836,66.0
32197,37,PD4836,58.0
32198,38,PD4836,113.0
32199,39,PD4836,83.0
32200,40,PD4836,60.0
32201,41,PD4836,48.0
32202,42,PD4836,91.0
32203,43,PD4836,64.0
32204,44,PD4836,115.0
32205,45,PD4836,83.0
32206,46,PD4836,80.0
32207,47,PD4836,103.0
32208,48,PD4836,28.0
32209,49,PD4836,25.0
32210,50,PD4836,26.0
32211,51,PD4836,72.0
32212,52,PD4836,16.0
32213,53,PD4836,30.0
32214,54,PD4836,33.0
32215,55,PD4836,30.0
32216,56,PD4836,16.0
32217,57,PD4836,13.0
32218,58,PD4836,25.0
32219,59,PD4836,38.0
32220,60,PD4836,53.0
32221,61,PD4836,19.0
32222,62,PD4836,21.0
32223,63,PD4836,49.0
32224,64,PD4836,94.0
32225,65,PD4836,31.0
32226,66,PD4836,63.0
32227,67,PD4836,79.0
32228,68,PD4836,29.0
32229,69,PD4836,32.0
32230,70,PD4836,31.0
32231,71,PD4836,42.0
32232,72,PD4836,39.0
32233,73,PD4836,16.0
32234,74,PD4836,38.0
32235,75,PD4836,35.0
32236,76,PD4836,52.0
32237,77,PD4836,40.0
32238,78,PD4836,17.0
32239,79,PD4836,48.0
32240,80,PD4836,35.0
32241,81,PD4836,10.0
32242,82,PD4836,23.0
32243,83,PD4836,25.0
32244,84,PD4836,13.0
32245,85,PD4836,12.0
32246,86,PD4836,29.0
32247,87,PD4836,27.0
32248,88,PD4836,4.0
32249,89,PD4836,8.0
32250,90,PD4836,9.0
32251,91,PD4836,14.0
32252,92,PD4836,26.0
32253,93,PD4836,17.0
32254,94,PD4836,25.0
32255,95,PD4836,43.0
32256,0,PD4841,137.0
32257,1,PD4841,102.0
32258,2,PD4841,22.0
32259,3,PD4841,107.0
32260,4,PD4841,109.0
32261,5,PD4841,91.0
32262,6,PD4841,26.0
32263,7,PD4841,107.0
32264,8,PD4841,81.0
32265,9,PD4841,82.0
32266,10,PD4841,10.0
32267,11,PD4841,67.0
32268,12,PD4841,108.0
32269,13,PD4841,93.0
32270,14,PD4841,16.0
32271,15,PD4841,120.0
32272,16,PD4841,81.0
32273,17,PD4841,48.0
32274,18,PD4841,44.0
32275,19,PD4841,79.0
32276,20,PD4841,63.0
32277,21,PD4841,55.0
32278,22,PD4841,36.0
32279,23,PD4841,96.0
32280,24,PD4841,38.0
32281,25,PD4841,34.0
32282,26,PD4841,24.0
32283,27,PD4841,67.0
32284,28,PD4841,130.0
32285,29,PD4841,77.0
32286,30,PD4841,24.0
32287,31,PD4841,217.0
32288,32,PD4841,133.0
32289,33,PD4841,61.0
32290,34,PD4841,178.0
32291,35,PD4841,82.0
32292,36,PD4841,85.0
32293,37,PD4841,67.0
32294,38,PD4841,108.0
32295,39,PD4841,106.0
32296,40,PD4841,96.0
32297,41,PD4841,66.0
32298,42,PD4841,125.0
32299,43,PD4841,86.0
32300,44,PD4841,147.0
32301,45,PD4841,95.0
32302,46,PD4841,84.0
32303,47,PD4841,141.0
32304,48,PD4841,73.0
32305,49,PD4841,59.0
32306,50,PD4841,79.0
32307,51,PD4841,106.0
32308,52,PD4841,43.0
32309,53,PD4841,53.0
32310,54,PD4841,72.0
32311,55,PD4841,134.0
32312,56,PD4841,43.0
32313,57,PD4841,26.0
32314,58,PD4841,55.0
32315,59,PD4841,54.0
32316,60,PD4841,91.0
32317,61,PD4841,67.0
32318,62,PD4841,35.0
32319,63,PD4841,142.0
32320,64,PD4841,123.0
32321,65,PD4841,65.0
32322,66,PD4841,90.0
32323,67,PD4841,157.0
32324,68,PD4841,73.0
32325,69,PD4841,74.0
32326,70,PD4841,58.0
32327,71,PD4841,95.0
32328,72,PD4841,76.0
32329,73,PD4841,41.0
32330,74,PD4841,53.0
32331,75,PD4841,77.0
32332,76,PD4841,81.0
32333,77,PD4841,58.0
32334,78,PD4841,36.0
32335,79,PD4841,109.0
32336,80,PD4841,30.0
32337,81,PD4841,10.0
32338,82,PD4841,41.0
32339,83,PD4841,41.0
32340,84,PD4841,26.0
32341,85,PD4841,21.0
32342,86,PD4841,47.0
32343,87,PD4841,71.0
32344,88,PD4841,21.0
32345,89,PD4841,8.0
32346,90,PD4841,25.0
32347,91,PD4841,38.0
32348,92,PD4841,40.0
32349,93,PD4841,20.0
32350,94,PD4841,48.0
32351,95,PD4841,84.0
32352,0,PD4844,205.0
32353,1,PD4844,183.0
32354,2,PD4844,46.0
32355,3,PD4844,183.0
32356,4,PD4844,198.0
32357,5,PD4844,170.0
32358,6,PD4844,23.0
32359,7,PD4844,167.0
32360,8,PD4844,147.0
32361,9,PD4844,119.0
32362,10,PD4844,21.0
32363,11,PD4844,155.0
32364,12,PD4844,184.0
32365,13,PD4844,192.0
32366,14,PD4844,22.0
32367,15,PD4844,236.0
32368,16,PD4844,220.0
32369,17,PD4844,103.0
32370,18,PD4844,60.0
32371,19,PD4844,197.0
32372,20,PD4844,145.0
32373,21,PD4844,120.0
32374,22,PD4844,52.0
32375,23,PD4844,232.0
32376,24,PD4844,102.0
32377,25,PD4844,96.0
32378,26,PD4844,22.0
32379,27,PD4844,148.0
32380,28,PD4844,373.0
32381,29,PD4844,261.0
32382,30,PD4844,37.0
32383,31,PD4844,582.0
32384,32,PD4844,234.0
32385,33,PD4844,106.0
32386,34,PD4844,188.0
32387,35,PD4844,196.0
32388,36,PD4844,163.0
32389,37,PD4844,114.0
32390,38,PD4844,121.0
32391,39,PD4844,205.0
32392,40,PD4844,170.0
32393,41,PD4844,104.0
32394,42,PD4844,159.0
32395,43,PD4844,155.0
32396,44,PD4844,318.0
32397,45,PD4844,206.0
32398,46,PD4844,98.0
32399,47,PD4844,275.0
32400,48,PD4844,90.0
32401,49,PD4844,72.0
32402,50,PD4844,100.0
32403,51,PD4844,151.0
32404,52,PD4844,86.0
32405,53,PD4844,103.0
32406,54,PD4844,122.0
32407,55,PD4844,180.0
32408,56,PD4844,62.0
32409,57,PD4844,59.0
32410,58,PD4844,66.0
32411,59,PD4844,107.0
32412,60,PD4844,104.0
32413,61,PD4844,73.0
