,ind,variable,value
45021,93,PD8609,12.0
45022,94,PD8609,17.0
45023,95,PD8609,18.0
45024,0,PD8610,84.0
45025,1,PD8610,81.0
45026,2,PD8610,13.0
45027,3,PD8610,73.0
45028,4,PD8610,81.0
45029,5,PD8610,90.0
45030,6,PD8610,13.0
45031,7,PD8610,84.0
45032,8,PD8610,50.0
45033,9,PD8610,63.0
45034,10,PD8610,19.0
45035,11,PD8610,50.0
45036,12,PD8610,113.0
45037,13,PD8610,77.0
45038,14,PD8610,10.0
45039,15,PD8610,123.0
45040,16,PD8610,61.0
45041,17,PD8610,50.0
45042,18,PD8610,10.0
45043,19,PD8610,59.0
45044,20,PD8610,43.0
45045,21,PD8610,41.0
45046,22,PD8610,11.0
45047,23,PD8610,76.0
45048,24,PD8610,29.0
45049,25,PD8610,41.0
45050,26,PD8610,4.0
45051,27,PD8610,45.0
45052,28,PD8610,170.0
45053,29,PD8610,99.0
45054,30,PD8610,13.0
45055,31,PD8610,244.0
45056,32,PD8610,98.0
45057,33,PD8610,50.0
45058,34,PD8610,63.0
45059,35,PD8610,61.0
45060,36,PD8610,66.0
45061,37,PD8610,47.0
45062,38,PD8610,57.0
45063,39,PD8610,96.0
45064,40,PD8610,65.0
45065,41,PD8610,50.0
45066,42,PD8610,74.0
45067,43,PD8610,55.0
45068,44,PD8610,190.0
45069,45,PD8610,104.0
45070,46,PD8610,48.0
45071,47,PD8610,116.0
45072,48,PD8610,43.0
45073,49,PD8610,43.0
45074,50,PD8610,56.0
45075,51,PD8610,63.0
45076,52,PD8610,40.0
45077,53,PD8610,60.0
45078,54,PD8610,51.0
45079,55,PD8610,45.0
45080,56,PD8610,24.0
45081,57,PD8610,16.0
45082,58,PD8610,33.0
45083,59,PD8610,42.0
45084,60,PD8610,65.0
45085,61,PD8610,38.0
45086,62,PD8610,28.0
45087,63,PD8610,71.0
45088,64,PD8610,76.0
45089,65,PD8610,41.0
45090,66,PD8610,69.0
45091,67,PD8610,68.0
45092,68,PD8610,32.0
45093,69,PD8610,41.0
45094,70,PD8610,43.0
45095,71,PD8610,40.0
45096,72,PD8610,41.0
45097,73,PD8610,22.0
45098,74,PD8610,32.0
45099,75,PD8610,50.0
45100,76,PD8610,36.0
45101,77,PD8610,41.0
45102,78,PD8610,20.0
45103,79,PD8610,51.0
45104,80,PD8610,28.0
45105,81,PD8610,9.0
45106,82,PD8610,25.0
45107,83,PD8610,24.0
45108,84,PD8610,12.0
45109,85,PD8610,25.0
45110,86,PD8610,45.0
45111,87,PD8610,49.0
45112,88,PD8610,7.0
45113,89,PD8610,10.0
45114,90,PD8610,20.0
45115,91,PD8610,25.0
45116,92,PD8610,26.0
45117,93,PD8610,21.0
45118,94,PD8610,34.0
45119,95,PD8610,57.0
45120,0,PD8611,86.0
45121,1,PD8611,79.0
45122,2,PD8611,22.0
45123,3,PD8611,82.0
45124,4,PD8611,93.0
45125,5,PD8611,93.0
45126,6,PD8611,16.0
45127,7,PD8611,81.0
45128,8,PD8611,56.0
45129,9,PD8611,41.0
45130,10,PD8611,14.0
45131,11,PD8611,40.0
45132,12,PD8611,93.0
45133,13,PD8611,81.0
45134,14,PD8611,15.0
45135,15,PD8611,90.0
45136,16,PD8611,126.0
45137,17,PD8611,63.0
45138,18,PD8611,28.0
45139,19,PD8611,100.0
45140,20,PD8611,99.0
45141,21,PD8611,74.0
45142,22,PD8611,39.0
45143,23,PD8611,118.0
45144,24,PD8611,50.0
45145,25,PD8611,60.0
45146,26,PD8611,25.0
45147,27,PD8611,112.0
45148,28,PD8611,285.0
45149,29,PD8611,162.0
45150,30,PD8611,26.0
45151,31,PD8611,447.0
45152,32,PD8611,98.0
45153,33,PD8611,66.0
45154,34,PD8611,112.0
45155,35,PD8611,84.0
45156,36,PD8611,77.0
45157,37,PD8611,73.0
45158,38,PD8611,75.0
45159,39,PD8611,85.0
45160,40,PD8611,67.0
45161,41,PD8611,60.0
45162,42,PD8611,74.0
45163,43,PD8611,72.0
45164,44,PD8611,180.0
45165,45,PD8611,93.0
45166,46,PD8611,72.0
45167,47,PD8611,97.0
45168,48,PD8611,56.0
45169,49,PD8611,44.0
45170,50,PD8611,58.0
45171,51,PD8611,63.0
45172,52,PD8611,41.0
45173,53,PD8611,59.0
45174,54,PD8611,67.0
45175,55,PD8611,70.0
45176,56,PD8611,24.0
45177,57,PD8611,29.0
45178,58,PD8611,28.0
45179,59,PD8611,42.0
45180,60,PD8611,57.0
45181,61,PD8611,39.0
45182,62,PD8611,32.0
45183,63,PD8611,78.0
45184,64,PD8611,132.0
45185,65,PD8611,65.0
45186,66,PD8611,94.0
45187,67,PD8611,128.0
45188,68,PD8611,74.0
45189,69,PD8611,66.0
45190,70,PD8611,70.0
45191,71,PD8611,104.0
45192,72,PD8611,69.0
45193,73,PD8611,40.0
45194,74,PD8611,49.0
45195,75,PD8611,85.0
45196,76,PD8611,100.0
45197,77,PD8611,56.0
45198,78,PD8611,52.0
45199,79,PD8611,88.0
45200,80,PD8611,38.0
45201,81,PD8611,12.0
45202,82,PD8611,47.0
45203,83,PD8611,39.0
45204,84,PD8611,25.0
45205,85,PD8611,26.0
45206,86,PD8611,29.0
45207,87,PD8611,61.0
45208,88,PD8611,21.0
45209,89,PD8611,14.0
45210,90,PD8611,34.0
45211,91,PD8611,28.0
45212,92,PD8611,49.0
45213,93,PD8611,34.0
45214,94,PD8611,58.0
45215,95,PD8611,73.0
45216,0,PD8612,22.0
45217,1,PD8612,40.0
45218,2,PD8612,2.0
45219,3,PD8612,8.0
45220,4,PD8612,23.0
45221,5,PD8612,27.0
45222,6,PD8612,9.0
45223,7,PD8612,26.0
45224,8,PD8612,31.0
45225,9,PD8612,20.0
45226,10,PD8612,6.0
45227,11,PD8612,21.0
45228,12,PD8612,22.0
45229,13,PD8612,29.0
45230,14,PD8612,2.0
45231,15,PD8612,35.0
45232,16,PD8612,16.0
45233,17,PD8612,6.0
45234,18,PD8612,3.0
45235,19,PD8612,11.0
45236,20,PD8612,8.0
45237,21,PD8612,4.0
45238,22,PD8612,6.0
45239,23,PD8612,11.0
45240,24,PD8612,4.0
45241,25,PD8612,6.0
45242,26,PD8612,2.0
45243,27,PD8612,6.0
45244,28,PD8612,22.0
45245,29,PD8612,14.0
45246,30,PD8612,5.0
45247,31,PD8612,59.0
45248,32,PD8612,34.0
45249,33,PD8612,13.0
45250,34,PD8612,139.0
45251,35,PD8612,23.0
45252,36,PD8612,37.0
45253,37,PD8612,33.0
45254,38,PD8612,65.0
45255,39,PD8612,33.0
45256,40,PD8612,27.0
45257,41,PD8612,26.0
45258,42,PD8612,96.0
45259,43,PD8612,26.0
45260,44,PD8612,113.0
45261,45,PD8612,49.0
45262,46,PD8612,81.0
45263,47,PD8612,63.0
45264,48,PD8612,11.0
45265,49,PD8612,22.0
45266,50,PD8612,19.0
45267,51,PD8612,34.0
45268,52,PD8612,8.0
45269,53,PD8612,15.0
45270,54,PD8612,16.0
45271,55,PD8612,13.0
45272,56,PD8612,8.0
45273,57,PD8612,7.0
45274,58,PD8612,10.0
45275,59,PD8612,7.0
45276,60,PD8612,40.0
45277,61,PD8612,4.0
45278,62,PD8612,7.0
45279,63,PD8612,29.0
45280,64,PD8612,26.0
45281,65,PD8612,7.0
45282,66,PD8612,26.0
45283,67,PD8612,22.0
45284,68,PD8612,15.0
45285,69,PD8612,15.0
45286,70,PD8612,16.0
45287,71,PD8612,18.0
45288,72,PD8612,19.0
45289,73,PD8612,13.0
45290,74,PD8612,10.0
45291,75,PD8612,11.0
45292,76,PD8612,16.0
45293,77,PD8612,13.0
45294,78,PD8612,14.0
45295,79,PD8612,28.0
45296,80,PD8612,7.0
45297,81,PD8612,0.0
45298,82,PD8612,6.0
45299,83,PD8612,6.0
45300,84,PD8612,2.0
45301,85,PD8612,6.0
45302,86,PD8612,4.0
45303,87,PD8612,7.0
45304,88,PD8612,2.0
45305,89,PD8612,0.0
45306,90,PD8612,3.0
45307,91,PD8612,8.0
45308,92,PD8612,4.0
45309,93,PD8612,6.0
45310,94,PD8612,11.0
45311,95,PD8612,13.0
45312,0,PD8614,22.0
45313,1,PD8614,19.0
45314,2,PD8614,4.0
45315,3,PD8614,15.0
45316,4,PD8614,20.0
45317,5,PD8614,20.0
45318,6,PD8614,5.0
45319,7,PD8614,14.0
45320,8,PD8614,26.0
45321,9,PD8614,13.0
45322,10,PD8614,2.0
45323,11,PD8614,14.0
45324,12,PD8614,15.0
45325,13,PD8614,23.0
45326,14,PD8614,5.0
45327,15,PD8614,27.0
45328,16,PD8614,12.0
45329,17,PD8614,10.0
45330,18,PD8614,3.0
45331,19,PD8614,10.0
45332,20,PD8614,6.0
45333,21,PD8614,9.0
45334,22,PD8614,3.0
45335,23,PD8614,14.0
45336,24,PD8614,2.0
45337,25,PD8614,9.0
45338,26,PD8614,2.0
45339,27,PD8614,8.0
45340,28,PD8614,7.0
45341,29,PD8614,9.0
45342,30,PD8614,2.0
45343,31,PD8614,23.0
45344,32,PD8614,23.0
45345,33,PD8614,19.0
45346,34,PD8614,59.0
45347,35,PD8614,23.0
45348,36,PD8614,29.0
45349,37,PD8614,33.0
45350,38,PD8614,52.0
45351,39,PD8614,31.0
45352,40,PD8614,22.0
45353,41,PD8614,27.0
45354,42,PD8614,43.0
45355,43,PD8614,26.0
45356,44,PD8614,48.0
45357,45,PD8614,35.0
45358,46,PD8614,49.0
45359,47,PD8614,38.0
45360,48,PD8614,12.0
45361,49,PD8614,11.0
45362,50,PD8614,12.0
45363,51,PD8614,19.0
45364,52,PD8614,4.0
45365,53,PD8614,8.0
45366,54,PD8614,8.0
45367,55,PD8614,6.0
45368,56,PD8614,2.0
45369,57,PD8614,6.0
45370,58,PD8614,4.0
45371,59,PD8614,7.0
45372,60,PD8614,24.0
45373,61,PD8614,11.0
45374,62,PD8614,5.0
45375,63,PD8614,18.0
45376,64,PD8614,22.0
45377,65,PD8614,8.0
45378,66,PD8614,24.0
45379,67,PD8614,36.0
45380,68,PD8614,24.0
45381,69,PD8614,8.0
45382,70,PD8614,18.0
45383,71,PD8614,13.0
45384,72,PD8614,15.0
45385,73,PD8614,6.0
45386,74,PD8614,11.0
45387,75,PD8614,26.0
45388,76,PD8614,10.0
45389,77,PD8614,11.0
45390,78,PD8614,8.0
45391,79,PD8614,28.0
45392,80,PD8614,6.0
45393,81,PD8614,2.0
45394,82,PD8614,8.0
45395,83,PD8614,6.0
45396,84,PD8614,5.0
45397,85,PD8614,4.0
45398,86,PD8614,7.0
45399,87,PD8614,10.0
45400,88,PD8614,1.0
45401,89,PD8614,3.0
45402,90,PD8614,1.0
45403,91,PD8614,0.0
45404,92,PD8614,6.0
45405,93,PD8614,6.0
45406,94,PD8614,5.0
45407,95,PD8614,14.0
45408,0,PD8615,43.0
45409,1,PD8615,30.0
45410,2,PD8615,7.0
45411,3,PD8615,30.0
45412,4,PD8615,29.0
45413,5,PD8615,26.0
45414,6,PD8615,3.0
45415,7,PD8615,30.0
45416,8,PD8615,28.0
45417,9,PD8615,16.0
45418,10,PD8615,6.0
45419,11,PD8615,25.0
45420,12,PD8615,77.0
45421,13,PD8615,55.0
45422,14,PD8615,7.0
45423,15,PD8615,74.0
45424,16,PD8615,50.0
45425,17,PD8615,27.0
45426,18,PD8615,11.0
45427,19,PD8615,39.0
45428,20,PD8615,33.0
45429,21,PD8615,20.0
45430,22,PD8615,10.0
45431,23,PD8615,37.0
45432,24,PD8615,12.0
45433,25,PD8615,23.0
45434,26,PD8615,2.0
45435,27,PD8615,23.0
45436,28,PD8615,448.0
45437,29,PD8615,107.0
45438,30,PD8615,18.0
45439,31,PD8615,526.0
45440,32,PD8615,54.0
45441,33,PD8615,35.0
45442,34,PD8615,124.0
45443,35,PD8615,36.0
45444,36,PD8615,61.0
45445,37,PD8615,31.0
45446,38,PD8615,70.0
45447,39,PD8615,54.0
45448,40,PD8615,36.0
45449,41,PD8615,34.0
45450,42,PD8615,88.0
45451,43,PD8615,35.0
45452,44,PD8615,390.0
45453,45,PD8615,100.0
45454,46,PD8615,74.0
45455,47,PD8615,212.0
45456,48,PD8615,16.0
45457,49,PD8615,13.0
45458,50,PD8615,17.0
45459,51,PD8615,25.0
45460,52,PD8615,14.0
45461,53,PD8615,15.0
45462,54,PD8615,15.0
45463,55,PD8615,30.0
45464,56,PD8615,5.0
45465,57,PD8615,11.0
45466,58,PD8615,12.0
45467,59,PD8615,11.0
45468,60,PD8615,44.0
45469,61,PD8615,13.0
45470,62,PD8615,13.0
45471,63,PD8615,28.0
45472,64,PD8615,53.0
45473,65,PD8615,23.0
45474,66,PD8615,27.0
45475,67,PD8615,60.0
45476,68,PD8615,16.0
45477,69,PD8615,16.0
45478,70,PD8615,19.0
45479,71,PD8615,30.0
45480,72,PD8615,24.0
45481,73,PD8615,18.0
45482,74,PD8615,26.0
45483,75,PD8615,36.0
45484,76,PD8615,34.0
45485,77,PD8615,38.0
45486,78,PD8615,23.0
45487,79,PD8615,45.0
45488,80,PD8615,14.0
45489,81,PD8615,3.0
45490,82,PD8615,14.0
45491,83,PD8615,17.0
45492,84,PD8615,2.0
45493,85,PD8615,8.0
45494,86,PD8615,17.0
45495,87,PD8615,22.0
45496,88,PD8615,3.0
45497,89,PD8615,8.0
45498,90,PD8615,11.0
45499,91,PD8615,10.0
45500,92,PD8615,13.0
45501,93,PD8615,5.0
45502,94,PD8615,17.0
45503,95,PD8615,30.0
45504,0,PD8617,23.0
45505,1,PD8617,26.0
45506,2,PD8617,11.0
45507,3,PD8617,20.0
45508,4,PD8617,14.0
45509,5,PD8617,11.0
45510,6,PD8617,4.0
45511,7,PD8617,10.0
45512,8,PD8617,25.0
45513,9,PD8617,15.0
45514,10,PD8617,9.0
45515,11,PD8617,14.0
45516,12,PD8617,19.0
45517,13,PD8617,29.0
45518,14,PD8617,9.0
45519,15,PD8617,33.0
45520,16,PD8617,9.0
45521,17,PD8617,7.0
45522,18,PD8617,4.0
45523,19,PD8617,17.0
45524,20,PD8617,5.0
45525,21,PD8617,15.0
45526,22,PD8617,5.0
45527,23,PD8617,11.0
45528,24,PD8617,7.0
45529,25,PD8617,6.0
45530,26,PD8617,3.0
45531,27,PD8617,4.0
45532,28,PD8617,12.0
45533,29,PD8617,10.0
45534,30,PD8617,2.0
45535,31,PD8617,20.0
45536,32,PD8617,36.0
45537,33,PD8617,29.0
45538,34,PD8617,87.0
45539,35,PD8617,25.0
45540,36,PD8617,38.0
45541,37,PD8617,46.0
45542,38,PD8617,58.0
45543,39,PD8617,43.0
45544,40,PD8617,32.0
45545,41,PD8617,25.0
45546,42,PD8617,82.0
45547,43,PD8617,32.0
45548,44,PD8617,47.0
45549,45,PD8617,38.0
45550,46,PD8617,37.0
45551,47,PD8617,49.0
45552,48,PD8617,21.0
45553,49,PD8617,21.0
45554,50,PD8617,25.0
45555,51,PD8617,33.0
45556,52,PD8617,9.0
45557,53,PD8617,15.0
45558,54,PD8617,17.0
45559,55,PD8617,13.0
45560,56,PD8617,12.0
45561,57,PD8617,7.0
45562,58,PD8617,13.0
45563,59,PD8617,15.0
45564,60,PD8617,18.0
45565,61,PD8617,14.0
45566,62,PD8617,10.0
45567,63,PD8617,28.0
45568,64,PD8617,43.0
45569,65,PD8617,17.0
45570,66,PD8617,41.0
45571,67,PD8617,42.0
45572,68,PD8617,18.0
45573,69,PD8617,12.0
45574,70,PD8617,20.0
45575,71,PD8617,21.0
45576,72,PD8617,23.0
45577,73,PD8617,20.0
45578,74,PD8617,25.0
45579,75,PD8617,25.0
45580,76,PD8617,30.0
45581,77,PD8617,18.0
45582,78,PD8617,15.0
45583,79,PD8617,21.0
45584,80,PD8617,4.0
45585,81,PD8617,6.0
45586,82,PD8617,10.0
45587,83,PD8617,8.0
45588,84,PD8617,3.0
45589,85,PD8617,9.0
45590,86,PD8617,12.0
45591,87,PD8617,11.0
45592,88,PD8617,3.0
45593,89,PD8617,2.0
45594,90,PD8617,4.0
45595,91,PD8617,2.0
45596,92,PD8617,10.0
45597,93,PD8617,5.0
45598,94,PD8617,7.0
45599,95,PD8617,28.0
45600,0,PD8618,29.0
45601,1,PD8618,19.0
45602,2,PD8618,2.0
45603,3,PD8618,15.0
45604,4,PD8618,18.0
45605,5,PD8618,15.0
45606,6,PD8618,3.0
45607,7,PD8618,14.0
45608,8,PD8618,17.0
45609,9,PD8618,13.0
45610,10,PD8618,9.0
45611,11,PD8618,14.0
45612,12,PD8618,22.0
45613,13,PD8618,17.0
45614,14,PD8618,10.0
45615,15,PD8618,25.0
45616,16,PD8618,11.0
45617,17,PD8618,12.0
45618,18,PD8618,2.0
45619,19,PD8618,8.0
45620,20,PD8618,4.0
45621,21,PD8618,9.0
45622,22,PD8618,4.0
45623,23,PD8618,3.0
45624,24,PD8618,2.0
45625,25,PD8618,10.0
45626,26,PD8618,0.0
45627,27,PD8618,5.0
45628,28,PD8618,15.0
45629,29,PD8618,14.0
45630,30,PD8618,1.0
45631,31,PD8618,30.0
45632,32,PD8618,31.0
45633,33,PD8618,17.0
45634,34,PD8618,91.0
45635,35,PD8618,24.0
45636,36,PD8618,21.0
45637,37,PD8618,33.0
45638,38,PD8618,61.0
45639,39,PD8618,30.0
45640,40,PD8618,23.0
45641,41,PD8618,33.0
45642,42,PD8618,67.0
45643,43,PD8618,29.0
45644,44,PD8618,47.0
45645,45,PD8618,26.0
45646,46,PD8618,37.0
45647,47,PD8618,37.0
45648,48,PD8618,10.0
45649,49,PD8618,10.0
45650,50,PD8618,8.0
45651,51,PD8618,18.0
45652,52,PD8618,6.0
45653,53,PD8618,4.0
45654,54,PD8618,7.0
45655,55,PD8618,5.0
45656,56,PD8618,3.0
45657,57,PD8618,12.0
45658,58,PD8618,4.0
45659,59,PD8618,5.0
45660,60,PD8618,20.0
45661,61,PD8618,4.0
45662,62,PD8618,3.0
45663,63,PD8618,13.0
45664,64,PD8618,50.0
45665,65,PD8618,23.0
45666,66,PD8618,31.0
45667,67,PD8618,59.0
45668,68,PD8618,11.0
45669,69,PD8618,17.0
45670,70,PD8618,10.0
45671,71,PD8618,13.0
45672,72,PD8618,17.0
45673,73,PD8618,10.0
45674,74,PD8618,8.0
45675,75,PD8618,23.0
45676,76,PD8618,21.0
45677,77,PD8618,12.0
45678,78,PD8618,12.0
45679,79,PD8618,16.0
45680,80,PD8618,1.0
45681,81,PD8618,3.0
45682,82,PD8618,6.0
45683,83,PD8618,7.0
45684,84,PD8618,4.0
45685,85,PD8618,4.0
45686,86,PD8618,6.0
45687,87,PD8618,5.0
45688,88,PD8618,0.0
45689,89,PD8618,1.0
45690,90,PD8618,1.0
45691,91,PD8618,0.0
45692,92,PD8618,4.0
45693,93,PD8618,3.0
45694,94,PD8618,6.0
45695,95,PD8618,11.0
45696,0,PD8619,65.0
45697,1,PD8619,36.0
45698,2,PD8619,10.0
45699,3,PD8619,37.0
45700,4,PD8619,34.0
45701,5,PD8619,31.0
45702,6,PD8619,14.0
45703,7,PD8619,43.0
45704,8,PD8619,42.0
45705,9,PD8619,35.0
45706,10,PD8619,12.0
45707,11,PD8619,30.0
45708,12,PD8619,84.0
45709,13,PD8619,58.0
45710,14,PD8619,16.0
45711,15,PD8619,71.0
45712,16,PD8619,37.0
45713,17,PD8619,26.0
45714,18,PD8619,13.0
45715,19,PD8619,31.0
45716,20,PD8619,31.0
45717,21,PD8619,29.0
45718,22,PD8619,21.0
45719,23,PD8619,33.0
45720,24,PD8619,17.0
45721,25,PD8619,18.0
45722,26,PD8619,4.0
45723,27,PD8619,22.0
45724,28,PD8619,75.0
45725,29,PD8619,38.0
45726,30,PD8619,11.0
45727,31,PD8619,153.0
45728,32,PD8619,70.0
45729,33,PD8619,45.0
45730,34,PD8619,167.0
45731,35,PD8619,46.0
45732,36,PD8619,53.0
45733,37,PD8619,37.0
45734,38,PD8619,103.0
45735,39,PD8619,70.0
45736,40,PD8619,36.0
45737,41,PD8619,38.0
45738,42,PD8619,114.0
45739,43,PD8619,50.0
45740,44,PD8619,100.0
45741,45,PD8619,73.0
45742,46,PD8619,82.0
45743,47,PD8619,90.0
45744,48,PD8619,24.0
45745,49,PD8619,19.0
45746,50,PD8619,21.0
45747,51,PD8619,47.0
45748,52,PD8619,17.0
45749,53,PD8619,15.0
45750,54,PD8619,25.0
45751,55,PD8619,24.0
45752,56,PD8619,13.0
45753,57,PD8619,8.0
45754,58,PD8619,10.0
45755,59,PD8619,16.0
45756,60,PD8619,61.0
45757,61,PD8619,20.0
45758,62,PD8619,14.0
45759,63,PD8619,42.0
45760,64,PD8619,68.0
45761,65,PD8619,30.0
45762,66,PD8619,41.0
45763,67,PD8619,59.0
45764,68,PD8619,19.0
45765,69,PD8619,20.0
45766,70,PD8619,29.0
45767,71,PD8619,25.0
45768,72,PD8619,35.0
45769,73,PD8619,12.0
45770,74,PD8619,21.0
45771,75,PD8619,30.0
45772,76,PD8619,47.0
45773,77,PD8619,22.0
45774,78,PD8619,29.0
45775,79,PD8619,50.0
45776,80,PD8619,16.0
45777,81,PD8619,6.0
45778,82,PD8619,22.0
45779,83,PD8619,18.0
45780,84,PD8619,18.0
45781,85,PD8619,16.0
45782,86,PD8619,27.0
45783,87,PD8619,26.0
45784,88,PD8619,7.0
45785,89,PD8619,4.0
45786,90,PD8619,13.0
45787,91,PD8619,12.0
45788,92,PD8619,21.0
45789,93,PD8619,20.0
45790,94,PD8619,22.0
45791,95,PD8619,59.0
45792,0,PD8620,22.0
45793,1,PD8620,20.0
45794,2,PD8620,2.0
45795,3,PD8620,9.0
45796,4,PD8620,17.0
45797,5,PD8620,12.0
45798,6,PD8620,6.0
45799,7,PD8620,15.0
45800,8,PD8620,16.0
45801,9,PD8620,12.0
45802,10,PD8620,2.0
45803,11,PD8620,9.0
45804,12,PD8620,65.0
45805,13,PD8620,46.0
45806,14,PD8620,7.0
45807,15,PD8620,47.0
45808,16,PD8620,12.0
45809,17,PD8620,8.0
45810,18,PD8620,3.0
45811,19,PD8620,13.0
45812,20,PD8620,8.0
45813,21,PD8620,7.0
45814,22,PD8620,5.0
45815,23,PD8620,8.0
45816,24,PD8620,8.0
45817,25,PD8620,9.0
45818,26,PD8620,1.0
45819,27,PD8620,12.0
45820,28,PD8620,272.0
45821,29,PD8620,59.0
45822,30,PD8620,14.0
45823,31,PD8620,353.0
45824,32,PD8620,31.0
45825,33,PD8620,25.0
45826,34,PD8620,73.0
45827,35,PD8620,14.0
45828,36,PD8620,36.0
45829,37,PD8620,31.0
45830,38,PD8620,39.0
45831,39,PD8620,38.0
45832,40,PD8620,18.0
45833,41,PD8620,24.0
45834,42,PD8620,48.0
45835,43,PD8620,17.0
45836,44,PD8620,378.0
45837,45,PD8620,86.0
45838,46,PD8620,72.0
45839,47,PD8620,203.0
45840,48,PD8620,11.0
45841,49,PD8620,14.0
45842,50,PD8620,12.0
45843,51,PD8620,16.0
45844,52,PD8620,4.0
45845,53,PD8620,5.0
45846,54,PD8620,2.0
45847,55,PD8620,6.0
45848,56,PD8620,4.0
45849,57,PD8620,6.0
45850,58,PD8620,6.0
45851,59,PD8620,7.0
45852,60,PD8620,21.0
45853,61,PD8620,2.0
45854,62,PD8620,6.0
45855,63,PD8620,9.0
45856,64,PD8620,28.0
45857,65,PD8620,11.0
45858,66,PD8620,19.0
45859,67,PD8620,17.0
45860,68,PD8620,8.0
45861,69,PD8620,7.0
45862,70,PD8620,9.0
45863,71,PD8620,11.0
45864,72,PD8620,14.0
45865,73,PD8620,11.0
45866,74,PD8620,11.0
45867,75,PD8620,19.0
45868,76,PD8620,14.0
45869,77,PD8620,5.0
45870,78,PD8620,6.0
45871,79,PD8620,30.0
45872,80,PD8620,3.0
45873,81,PD8620,2.0
45874,82,PD8620,3.0
45875,83,PD8620,7.0
45876,84,PD8620,5.0
45877,85,PD8620,1.0
45878,86,PD8620,5.0
45879,87,PD8620,12.0
45880,88,PD8620,2.0
45881,89,PD8620,2.0
45882,90,PD8620,3.0
45883,91,PD8620,3.0
45884,92,PD8620,6.0
45885,93,PD8620,2.0
45886,94,PD8620,2.0
45887,95,PD8620,16.0
45888,0,PD8621,122.0
45889,1,PD8621,98.0
45890,2,PD8621,19.0
45891,3,PD8621,119.0
45892,4,PD8621,139.0
45893,5,PD8621,110.0
45894,6,PD8621,17.0
45895,7,PD8621,128.0
45896,8,PD8621,106.0
45897,9,PD8621,75.0
45898,10,PD8621,12.0
45899,11,PD8621,76.0
45900,12,PD8621,110.0
45901,13,PD8621,105.0
45902,14,PD8621,13.0
45903,15,PD8621,131.0
45904,16,PD8621,137.0
45905,17,PD8621,89.0
45906,18,PD8621,37.0
45907,19,PD8621,133.0
45908,20,PD8621,88.0
45909,21,PD8621,83.0
45910,22,PD8621,34.0
45911,23,PD8621,136.0
45912,24,PD8621,65.0
45913,25,PD8621,54.0
45914,26,PD8621,17.0
45915,27,PD8621,82.0
45916,28,PD8621,212.0
45917,29,PD8621,158.0
45918,30,PD8621,22.0
45919,31,PD8621,345.0
45920,32,PD8621,140.0
45921,33,PD8621,73.0
45922,34,PD8621,163.0
45923,35,PD8621,104.0
45924,36,PD8621,115.0
45925,37,PD8621,75.0
45926,38,PD8621,84.0
45927,39,PD8621,137.0
45928,40,PD8621,96.0
45929,41,PD8621,74.0
45930,42,PD8621,123.0
45931,43,PD8621,95.0
45932,44,PD8621,152.0
45933,45,PD8621,112.0
45934,46,PD8621,67.0
45935,47,PD8621,135.0
45936,48,PD8621,59.0
45937,49,PD8621,52.0
45938,50,PD8621,66.0
45939,51,PD8621,72.0
45940,52,PD8621,57.0
45941,53,PD8621,69.0
45942,54,PD8621,83.0
45943,55,PD8621,144.0
45944,56,PD8621,33.0
45945,57,PD8621,22.0
45946,58,PD8621,56.0
45947,59,PD8621,75.0
45948,60,PD8621,86.0
45949,61,PD8621,58.0
45950,62,PD8621,40.0
45951,63,PD8621,132.0
45952,64,PD8621,137.0
45953,65,PD8621,85.0
45954,66,PD8621,114.0
45955,67,PD8621,136.0
45956,68,PD8621,87.0
45957,69,PD8621,93.0
45958,70,PD8621,52.0
45959,71,PD8621,94.0
45960,72,PD8621,73.0
45961,73,PD8621,67.0
45962,74,PD8621,67.0
45963,75,PD8621,96.0
45964,76,PD8621,69.0
45965,77,PD8621,92.0
45966,78,PD8621,49.0
45967,79,PD8621,98.0
45968,80,PD8621,49.0
45969,81,PD8621,14.0
45970,82,PD8621,45.0
45971,83,PD8621,69.0
45972,84,PD8621,32.0
45973,85,PD8621,35.0
45974,86,PD8621,45.0
45975,87,PD8621,69.0
45976,88,PD8621,18.0
45977,89,PD8621,18.0
45978,90,PD8621,28.0
45979,91,PD8621,39.0
45980,92,PD8621,58.0
45981,93,PD8621,37.0
45982,94,PD8621,55.0
45983,95,PD8621,121.0
45984,0,PD8622,25.0
45985,1,PD8622,14.0
45986,2,PD8622,3.0
45987,3,PD8622,16.0
45988,4,PD8622,30.0
45989,5,PD8622,16.0
45990,6,PD8622,4.0
45991,7,PD8622,26.0
45992,8,PD8622,23.0
45993,9,PD8622,15.0
45994,10,PD8622,7.0
45995,11,PD8622,13.0
45996,12,PD8622,35.0
45997,13,PD8622,31.0
45998,14,PD8622,5.0
45999,15,PD8622,30.0
46000,16,PD8622,11.0
46001,17,PD8622,18.0
46002,18,PD8622,3.0
46003,19,PD8622,14.0
46004,20,PD8622,14.0
46005,21,PD8622,8.0
46006,22,PD8622,6.0
46007,23,PD8622,18.0
46008,24,PD8622,10.0
46009,25,PD8622,7.0
46010,26,PD8622,3.0
46011,27,PD8622,8.0
46012,28,PD8622,21.0
46013,29,PD8622,14.0
46014,30,PD8622,3.0
46015,31,PD8622,41.0
46016,32,PD8622,40.0
46017,33,PD8622,24.0
46018,34,PD8622,86.0
46019,35,PD8622,18.0
